ticker,name,companyCode,companyName,custodianCode,custodianName,indexTicker,indexName,indexStartDate,managerNames,establishDate,assetal,assetalName,manage,manageName,organizationform,organizationformName,investarea,investareaName,exchangemarket,exchangemarketName,assetalNet,nav,navUnit,navChange,navChange1w,navChange1m,navChange3m,navChange6m,navChange9m,navChangeYtd,navChange1y,navAnnualReturns2y,navAnnualReturns3y,navAnnualReturns5y,navAnnualReturns10y,navBeta3mJSW001,navBeta6mJSW001,navBeta9mJSW001,navBeta1yJSW001,navBeta2yJSW001,navBeta3yJSW001,navBeta5yJSW001,navBeta10yJSW001,navBeta15yJSW001,navBetaYtdJSW001,navBetaAllJSW001,navBeta2007JSW001,navBeta2015JSW001,trackingError,navBeta2008JSW001,navBeta2016JSW001,pctOfFloat,pctOfStock,stkShares,isEnd,pctOfNav 
159973,弘毅民企100ETF,80531992,弘毅远方,10001075,广发证券,'399362,民企100,2019-07-16,{'30617744': '戴家伟'},2019-07-16,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,7.67,1.9858,人民币,-3.8,3.04,13.51,26.2,32.62,69.68,10.48,73.87,--,--,--,--,1.32,1.41,0.99,0.97,--,--,--,--,--,--,0.97,--,--,0.02,--,--,--,--,--,False,--
159810,浦银创业板ETF,80091787,浦银安盛,80001067,工商银行,'399006,创业板指,2020-06-12,"{'30065466': '陈士俊', '30586052': '高钢杰'}",2020-06-12,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,0.38,1.2467,人民币,-3.49,2.41,15.23,24.73,27.42,--,10.73,--,--,--,--,--,1.44,1.31,--,--,--,--,--,--,--,--,1.03,--,--,0.09,--,--,--,--,--,False,--
159908,博时创业ETF,80000226,博时基金,80001121,交通银行,'399006,创业板指,2018-12-10,{'30257052': '尹浩'},2011-06-10,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,3.41,2.7716,人民币,-3.6,2.42,15.59,24.13,27.2,66.26,10.68,73.93,62.24,19.15,22.28,--,1.47,1.35,1.06,1.07,1.34,1.29,1.21,--,--,--,1.03,--,1.06,0.03,--,1.21,--,--,--,False,--
159957,华夏创业板HX,80000222,华夏基金,80001122,中国银行,'399006,创业板指,2017-12-08,{'30214753': '徐猛'},2017-12-08,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,2.8,1.9258,人民币,-3.58,2.44,15.49,24.55,27.46,66.8,10.66,74.93,63.91,24.81,--,--,1.46,1.35,1.06,1.06,1.35,1.29,--,--,--,--,1.23,--,--,0.04,--,--,--,--,--,False,--
159956,创业板F,80065990,建信基金,80000135,中国银河,'399006,创业板指,2018-02-06,{'30583316': '龚佳佳'},2018-02-06,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,0.73,1.837,人民币,-3.59,2.48,15.5,23.93,27.36,66.33,10.63,73.5,63.12,--,--,--,1.46,1.35,1.06,1.07,1.34,--,--,--,--,--,1.34,--,--,0.05,--,--,--,--,--,False,--
159977,天弘创业板ETF,80041198,天弘基金,80000123,国泰君安,'399006,创业板指,2019-09-12,"{'30488046': '张子法', '30303141': '杨超'}",2019-09-12,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,35.4,3.1829,人民币,-3.61,2.38,15.49,24.16,25.24,64.09,10.61,71.56,--,--,--,--,1.47,1.37,1.08,1.08,--,--,--,--,--,--,1.09,--,--,0.03,--,--,--,--,--,False,--
159948,南方创业板ETF,80000220,南方基金,80001122,中国银行,'399006,创业板指,2016-05-13,{'30332735': '孙伟'},2016-05-13,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,24.63,3.3381,人民币,-3.62,2.37,15.5,24.01,25.48,64.25,10.59,71.92,61.98,22.58,--,--,1.48,1.37,1.08,1.08,1.36,1.3,--,--,--,--,1.22,--,--,0.01,--,--,--,--,--,False,--
159964,平安创业板ETF,80168726,平安基金,80001122,中国银行,'399006,创业板指,2019-03-15,"{'30526897': '成钧', '30138974': '钱晶'}",2019-03-15,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,3.62,1.9096,人民币,-3.58,2.4,15.44,24.17,26.09,64.95,10.58,72.64,--,--,--,--,1.46,1.36,1.07,1.06,--,--,--,--,--,--,1.09,--,--,0.04,--,--,--,--,--,False,--
159808,融通创业板ETF,80000231,融通基金,80001068,建设银行,'399006,创业板指,2020-08-05,"{'30319693': '蔡志伟', '30132445': '何天翔'}",2020-08-05,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,1.7,1.1842,人民币,-3.63,2.38,15.4,23.65,--,--,10.58,--,--,--,--,--,1.47,--,--,--,--,--,--,--,--,--,1.35,--,--,0.02,--,--,--,--,--,False,--
159955,嘉实创业板ETF,80000223,嘉实基金,80001122,中国银行,'399006,创业板指,2017-07-14,"{'30530911': '李直', '30587924': '高峰'}",2017-07-14,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,0.23,1.7084,人民币,-3.6,2.39,15.14,23.42,24.48,62.72,10.58,70.93,60.93,21.46,--,--,1.46,1.35,1.06,1.06,1.33,1.29,--,--,--,--,1.25,--,--,0.04,--,--,--,--,--,False,--
159915,易基创业,80000229,易方达基金,80001067,工商银行,'399006,创业板指,2011-09-20,"{'30442978': '刘树荣', '30351914': '成曦'}",2011-09-20,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,160.51,3.0535,人民币,-3.62,2.36,15.4,23.78,24.57,63.19,10.54,70.89,61.58,22.72,10.8,--,1.47,1.37,1.08,1.08,1.36,1.3,1.22,--,--,--,1.13,--,1.26,0.02,--,1.22,--,--,--,False,--
513990,招商港股通ETF,80036782,招商基金,80001069,兴业银行,'H50069,港股通,2020-08-03,{'30470772': '苏燕青'},2020-08-03,Stock,股票,Index,传统指数型,ETF,ETF,Developed,发达市场配置,SHSE,上交所上市,1.74,1.1137,人民币,-2.94,-1.7,12.06,15.48,--,--,9.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.26,--,--,--,--,--,False,--
000826,广发百发100A,80000248,广发基金,80001069,兴业银行,'H30373,百发100,2014-10-30,{'30303860': '季峰'},2014-10-30,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,5.9,1.644,人民币,-3.21,0.89,15.04,17.41,15.74,42.64,11.07,34.01,49.53,18.78,15.84,--,1.23,1.28,1.27,1.3,1.22,1.14,1.12,--,--,--,1.2,--,1.26,0.21,--,1.12,--,--,--,False,--
159902,华夏中小指数,80000222,华夏基金,80001068,建设银行,'399005,中小板指,2006-06-08,{'30214753': '徐猛'},2006-06-08,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,11.09,4.958,人民币,-3.74,2.47,11.85,16.22,21.54,53.65,9.5,49.46,46.03,11.64,11.98,6.23,1.16,1.25,1.11,1.12,1.32,1.29,1.19,1.09,--,--,0.95,0.99,1.14,0.02,0.99,1.2,--,--,--,False,--
163111,申万中小板A,80045188,申万菱信,80001120,农业银行,'399005,中小板指,2017-05-09,{'30444835': '王赟杰'},2017-05-09,Stock,股票,Index,传统指数型,LOF,LOF,Domestic,投资境内,SZSE,深交所上市,1.6,1.5891,人民币,-3.55,2.44,11.43,15.94,22.63,53.48,9.14,49.99,45.3,12.51,--,--,1.1,1.17,1.04,1.04,1.23,1.22,--,--,--,--,1.18,--,--,0.08,--,--,--,--,--,False,--
161118,易基中小板,80000229,易方达基金,80001068,建设银行,'399005,中小板指,2012-09-20,{'30442978': '刘树荣'},2012-09-20,Stock,股票,Index,传统指数型,LOF,LOF,Domestic,投资境内,SZSE,深交所上市,2.74,1.6139,人民币,-3.55,2.43,11.31,16.07,23.22,53.83,9.09,49.89,44.21,11.59,12.27,--,1.1,1.17,1.04,1.04,1.24,1.22,1.14,--,--,--,1.04,--,1.16,0.08,--,1.14,--,--,--,False,--
006246,华夏中小联接A,80000222,华夏基金,80001068,建设银行,'399005,中小板指,2018-09-10,{'30214753': '徐猛'},2018-09-10,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,0.68,1.7788,人民币,-3.55,2.3,11.12,15.12,20.0,50.02,8.92,46.1,41.74,--,--,--,1.1,1.18,1.05,1.05,1.26,--,--,--,--,--,1.28,--,--,0.07,--,--,--,--,--,False,--
410010,华富中小指数,80037023,华富基金,80001068,建设银行,'399005,中小板指,2011-12-09,{'30541550': '郜哲'},2011-12-09,Stock,股票,EnhancedIndex,增强指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,0.09,1.7208,人民币,-3.46,2.11,10.43,13.27,17.13,44.36,8.41,39.92,37.69,7.82,6.26,--,1.06,1.15,1.02,1.02,1.19,1.17,1.1,--,--,--,1.01,--,1.08,0.11,--,1.1,--,--,--,False,--
513900,华安CESETF,80000228,华安基金,80001120,农业银行,'CES100,中华港股通精选100,2018-04-27,"{'30564612': '倪斌', '30060264': '苏圻涵'}",2018-04-27,Stock,股票,Index,传统指数型,ETF,ETF,Developed,发达市场配置,SHSE,上交所上市,8.44,1.167,人民币,-2.89,-2.35,9.99,17.23,19.63,29.46,7.05,18.01,12.35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.26,--,--,--,--,--,False,--
005813,华安CESETF联接A,80000228,华安基金,80001120,农业银行,'CES100,中华港股通精选100,2018-05-30,"{'30564612': '倪斌', '30060264': '苏圻涵'}",2018-05-30,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Developed,发达市场配置,Unlisted,未上市,0.13,1.1395,人民币,-2.58,-1.86,8.71,15.38,17.39,26.37,5.95,15.71,10.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.31,--,--,--,--,--,False,--
501309,国泰港股通(LOF),80000224,国泰基金,10000020,招商银行,'HSI110,恒生港股通指数,2018-11-06,"{'30680759': '朱丹', '30214381': '吴向军'}",2018-11-06,Stock,股票,Index,传统指数型,LOF,LOF,Developed,发达市场配置,SHSE,上交所上市,0.1,1.2582,人民币,-0.38,-1.75,11.15,17.53,19.29,31.9,7.66,24.19,11.39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.34,--,--,--,--,--,False,--
159975,招商深100SZ,80036782,招商基金,80001121,交通银行,'399330,深证100,2019-11-07,{'30550809': '刘重杰'},2019-11-07,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,1.77,0.7628,人民币,-3.59,2.24,13.51,25.1,34.44,72.21,9.01,69.62,--,--,--,--,1.26,1.31,1.06,1.06,--,--,--,--,--,--,1.05,--,--,0.05,--,--,--,--,--,False,--
159901,易基深证指数,80000229,易方达基金,80001122,中国银行,'399330,深证100,2006-03-24,"{'30442978': '刘树荣', '30351914': '成曦'}",2006-03-24,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,105.7,8.2273,人民币,-3.67,2.13,13.27,23.42,29.79,66.0,8.83,63.41,55.62,16.76,18.73,8.36,1.28,1.34,1.08,1.09,1.31,1.3,1.21,1.08,--,--,1.04,1.06,1.13,0.01,1.08,1.21,--,--,--,False,--
159961,方正深100ETF,80174741,方正富邦,80001068,建设银行,'399330,深证100,2018-11-02,{'30556170': '吴昊'},2018-11-02,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,5.83,2.3893,人民币,-3.62,2.15,13.25,23.87,31.18,67.16,8.82,64.63,55.96,--,--,--,1.26,1.32,1.06,1.07,1.28,--,--,--,--,--,1.28,--,--,0.03,--,--,--,--,--,False,--
159970,工银瑞信深证100ETF,80064225,工银瑞信,10000001,浦发银行,'399330,深证100,2019-12-19,{'30136170': '赵栩'},2019-12-19,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,0.6,7.027,人民币,-3.63,2.06,13.03,22.97,28.86,63.47,8.64,60.43,--,--,--,--,1.26,1.32,1.07,1.07,--,--,--,--,--,--,1.07,--,--,0.02,--,--,--,--,--,False,--
159969,银华深证100ETF,80000235,银华基金,80000123,国泰君安,'399330,深证100,2019-06-28,"{'30598400': '王帅', '30164255': '张凯'}",2019-06-28,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,0.51,1.7773,人民币,-3.58,2.07,12.96,22.88,28.83,63.03,8.62,60.41,--,--,--,--,1.25,1.32,1.05,1.06,--,--,--,--,--,--,1.01,--,--,0.03,--,--,--,--,--,False,--
217016,招商深证指数A,80036782,招商基金,80001067,工商银行,'399330,深证100,2010-06-22,{'30510736': '侯昊'},2010-06-22,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,3.24,2.4195,人民币,-3.47,2.1,12.79,23.07,31.12,64.46,8.54,62.51,55.18,17.79,21.7,8.85,1.21,1.26,0.97,1.0,1.23,1.23,1.18,1.07,--,--,1.08,--,1.17,0.09,--,1.18,--,--,--,False,--
006687,方正深证联接A,80174741,方正富邦,80001068,建设银行,'399330,深证100,2019-01-24,{'30556170': '吴昊'},2019-01-24,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,6.5,1.9357,人民币,-3.42,2.04,12.69,22.6,29.43,63.12,8.53,61.81,41.55,--,--,--,1.19,1.24,1.0,1.0,0.78,--,--,--,--,--,0.78,--,--,0.09,--,--,--,--,--,False,--
161227,国投深证100,80000233,国投瑞银,80001067,工商银行,'399330,深证100,2015-08-14,{'30243391': '赵建'},2015-08-14,Stock,股票,Index,传统指数型,LOF,LOF,Domestic,投资境内,SZSE,深交所上市,4.46,1.727,人民币,-3.46,2.05,12.59,22.62,29.83,64.13,8.42,61.75,53.63,16.62,18.52,--,1.2,1.26,1.02,1.03,1.23,1.23,1.18,--,--,--,1.18,--,--,0.08,--,1.18,--,--,--,False,--
110019,易基深证100联接A,80000229,易方达基金,80001122,中国银行,'399330,深证100,2009-12-01,"{'30442978': '刘树荣', '30351914': '成曦'}",2009-12-01,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,19.36,1.9909,人民币,-3.47,2.01,12.56,22.27,28.9,62.35,8.36,60.33,52.65,16.16,18.9,8.22,1.21,1.26,1.02,1.03,1.23,1.22,1.17,1.05,--,--,1.05,--,1.12,0.07,--,1.17,--,--,--,False,--
162714,广发深证100指(LOF)A,80000248,广发基金,80001068,建设银行,'399330,深证100,2020-05-26,{'30357080': '罗国庆'},2020-05-26,Stock,股票,Index,传统指数型,LOF,LOF,Domestic,投资境内,Unlisted,未上市,0.4,1.8644,人民币,-3.44,1.97,12.41,21.51,27.56,--,8.29,--,--,--,--,--,1.19,1.27,--,--,--,--,--,--,--,--,1.0,--,--,0.09,--,--,--,--,--,False,--
161604,融通深证指数A,80000231,融通基金,80001067,工商银行,'399004,深证100R,2003-09-30,{'30132445': '何天翔'},2003-09-30,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,63.14,1.996,人民币,-3.55,2.12,12.49,21.95,27.97,61.84,8.26,59.35,52.33,15.54,18.14,7.33,1.22,1.29,1.03,1.04,1.24,1.24,1.19,1.08,1.01,--,0.99,1.04,1.16,0.07,1.07,1.19,--,--,--,False,--
009194,泰达绩优指数A,80000238,泰达宏利,10000001,浦发银行,'931067,绩优策略,2020-07-17,"{'30561706': '刘洋', '30182148': '刘欣'}",2020-07-17,Stock,股票,EnhancedIndex,增强指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,1.57,1.2739,人民币,-2.09,3.9,13.43,27.53,32.58,--,9.06,--,--,--,--,--,1.18,0.88,--,--,--,--,--,--,--,--,0.89,--,--,0.17,--,--,--,--,--,False,--
968007,恒生中企指数,80105730,恒生投资,80106066,汇丰机构信托,'HSI005,国企指数,2016-02-29,{},2016-02-29,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,--,1.7681,人民币,-0.4,-2.28,11.61,16.64,16.37,22.3,9.3,10.07,6.43,-2.32,--,--,0.33,0.46,0.68,0.83,0.87,0.86,--,--,--,--,0.89,--,--,0.19,--,--,--,--,--,False,--
159954,南方恒生ETF,80000220,南方基金,80001067,工商银行,'HSI005,国企指数,2018-02-08,{'30332735': '孙伟'},2018-02-08,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,3.49,1.0332,人民币,-0.52,-2.64,11.09,13.68,8.1,11.89,8.08,3.75,4.34,--,--,--,0.44,0.37,0.64,0.78,0.75,--,--,--,--,--,0.73,--,--,0.29,--,--,--,--,--,False,--
159963,富国恒生中国,80000221,富国基金,80001067,工商银行,'HSI005,国企指数,2019-03-07,"{'30660017': '曹璐迪', '30069488': '王保合'}",2019-03-07,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,0.36,1.026,人民币,-0.5,-2.54,10.62,13.36,8.63,12.04,7.7,4.24,--,--,--,--,0.43,0.32,0.6,0.74,--,--,--,--,--,--,0.71,--,--,0.29,--,--,--,--,--,False,--
005554,南方H股联接A,80000220,南方基金,80001067,工商银行,'HSI005,国企指数,2018-02-12,{'30332735': '孙伟'},2018-02-12,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,1.09,1.0088,人民币,-0.51,-2.53,10.42,12.73,7.41,10.4,7.54,3.22,3.62,--,--,--,0.42,0.35,0.61,0.72,0.7,--,--,--,--,--,0.69,--,--,0.27,--,--,--,--,--,False,--
510900,H股ETF,80000229,易方达基金,80001121,交通银行,'HSI005,国企指数,2012-08-09,"{'30066753': '余海燕', '30351914': '成曦'}",2012-08-09,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,119.3,1.227,人民币,-0.55,-2.77,10.4,12.05,6.56,10.13,7.42,2.04,3.5,-2.44,9.91,--,0.44,0.34,0.63,0.77,0.74,0.75,0.8,--,--,--,0.68,--,0.76,0.26,--,0.8,--,--,--,False,--
159960,平安国企ETF,80168726,平安基金,80001122,中国银行,'HSI005,国企指数,2018-09-21,{'30138974': '钱晶'},2018-09-21,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,6.16,1.0669,人民币,-0.5,-2.68,10.4,13.5,8.9,12.74,7.39,4.83,4.99,--,--,--,0.42,0.3,0.6,0.74,0.72,--,--,--,--,--,0.75,--,--,0.28,--,--,--,--,--,False,--
110031,易基恒生联接A,80000229,易方达基金,80001121,交通银行,'HSI005,国企指数,2012-08-21,"{'30066753': '余海燕', '30351914': '成曦'}",2012-08-21,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,15.79,1.2163,人民币,-0.52,-2.58,10.01,11.29,5.98,9.45,7.18,1.84,2.9,-2.18,8.93,--,0.41,0.31,0.59,0.72,0.69,0.69,0.73,--,--,--,0.6,--,0.69,0.27,--,0.73,--,--,--,False,--
159823,嘉实H股50ETF,80000223,嘉实基金,10000020,招商银行,'HSI005,国企指数,2020-09-24,{'30587924': '高峰'},2020-09-24,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,1.59,1.0801,人民币,-0.51,-2.65,9.72,10.45,--,--,7.07,--,--,--,--,--,0.38,--,--,--,--,--,--,--,--,--,0.31,--,--,0.33,--,--,--,--,--,False,--
161831,银华恒生中企,80000235,银华基金,80001068,建设银行,'HSI005,国企指数,2014-04-09,"{'30531104': '李宜璇', '30072182': '乐育涛'}",2014-04-09,Stock,股票,EnhancedIndex,增强指数型,LOF,LOF,Domestic,投资境内,SZSE,深交所上市,8.31,0.964,人民币,-0.48,-2.67,9.95,11.19,7.18,11.21,6.94,3.52,3.74,-2.25,9.11,--,0.42,0.29,0.58,0.71,0.73,0.73,0.76,--,--,--,0.59,--,0.73,0.32,--,0.76,--,--,--,False,--
160717,嘉实H股指数,80000223,嘉实基金,80001068,建设银行,'HSI005,国企指数,2010-09-30,"{'30279466': '何如', '30587924': '高峰'}",2010-09-30,Stock,股票,Index,传统指数型,LOF,LOF,Domestic,投资境内,SZSE,深交所上市,1.97,0.8417,人民币,-0.6,-2.62,9.62,11.13,6.41,10.13,6.85,1.04,3.11,-2.96,8.35,-0.33,0.46,0.33,0.61,0.76,0.73,0.74,0.78,0.6,--,--,0.6,--,0.74,0.3,--,0.78,--,--,--,False,--
160925,大成中华300A,80000225,大成基金,80001120,农业银行,'CES300,中华沪深港300,2019-03-20,{'30132083': '冉凌浩'},2019-03-20,Stock,股票,Other,其他指数型,LOF,LOF,Domestic,投资境内,SZSE,深交所上市,1.29,1.3834,人民币,-2.59,-0.19,10.94,18.09,23.48,40.69,7.39,34.75,--,--,--,--,0.8,0.76,0.8,0.81,--,--,--,--,--,--,0.74,--,--,0.17,--,--,--,--,--,False,--
513550,华泰港股通50ETF,80055334,华泰柏瑞,10000020,招商银行,'930934,港股通50(人民币),2020-12-30,"{'30625823': '李茜', '30500840': '何琦'}",2020-12-30,Stock,股票,Index,传统指数型,ETF,ETF,Developed,发达市场配置,SHSE,上交所上市,74.04,1.0453,人民币,0.0,-2.31,--,--,--,--,6.89,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.21,--,--,--,--,--,False,--
159906,大成深证指数,80000225,大成基金,80001120,农业银行,'399326,成长40,2010-12-21,"{'30242557': '张钟玉', '30665839': '刘淼'}",2010-12-21,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,1.82,1.636,人民币,-3.43,3.23,10.0,11.74,11.45,48.47,8.04,58.32,62.31,17.14,14.1,5.9,1.2,1.23,0.96,1.04,1.46,1.39,1.26,1.0,--,--,0.99,--,1.11,0.05,--,1.26,--,--,--,False,--
090012,大成成长联接,80000225,大成基金,80001120,农业银行,'399326,成长40,2010-12-21,"{'30242557': '张钟玉', '30665839': '刘淼'}",2010-12-21,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,1.83,1.595,人民币,-3.24,3.06,9.43,11.05,10.75,45.2,7.57,54.02,57.07,15.74,13.52,5.42,1.13,1.15,0.9,0.97,1.35,1.29,1.18,0.98,--,--,0.98,--,1.11,0.11,--,1.18,--,--,--,False,--
501301,华宝恒生指数A,80000250,华宝基金,80000012,招商证券,'HSI035,恒生中国(香港上市)25指数,2017-04-20,{'30224465': '周晶'},2017-04-20,Stock,股票,EnhancedIndex,增强指数型,LOF,LOF,Developed,发达市场配置,SHSE,上交所上市,2.39,1.2062,人民币,-0.55,-3.08,9.74,13.67,8.54,11.57,6.25,2.85,3.79,-1.94,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.25,--,--,--,--,--,False,--
233010,大摩深证指数,80036797,大摩华鑫,80001068,建设银行,'399007,深证300,2011-11-15,{'30274774': '余斌'},2011-11-15,Stock,股票,EnhancedIndex,增强指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,0.55,2.441,人民币,-3.47,2.39,12.18,22.17,27.28,61.59,8.61,60.36,48.34,14.42,14.44,--,1.24,1.28,1.01,1.04,1.2,1.2,1.13,--,--,--,1.06,--,1.15,0.2,--,1.13,--,--,--,False,--
700002,平安深证指数,80168726,平安基金,80001122,中国银行,'399007,深证300,2011-12-20,{'30658540': '毛时超'},2011-12-20,Stock,股票,EnhancedIndex,增强指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,1.08,2.836,人民币,-3.28,1.77,11.64,21.64,27.57,63.0,8.27,62.01,54.51,15.87,17.46,--,1.23,1.22,1.03,1.05,1.18,1.21,1.15,--,--,--,1.09,--,1.15,0.13,--,1.16,--,--,--,False,--
159912,深300ETF,80053708,汇添富,80001067,工商银行,'399007,深证300,2011-09-16,"{'30347260': '过蓓蓓', '30195060': '赖中立'}",2011-09-16,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,1.16,2.0667,人民币,-3.37,1.6,11.31,18.9,22.43,53.86,7.57,50.11,46.45,12.48,12.64,--,1.25,1.26,1.09,1.11,1.27,1.25,1.18,--,--,--,1.07,--,1.13,0.01,--,1.18,--,--,--,False,--
470068,添富深证联接,80053708,汇添富,80001067,工商银行,'399007,深证300,2011-09-28,"{'30347260': '过蓓蓓', '30195060': '赖中立'}",2011-09-28,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,0.88,2.0878,人民币,-3.2,1.51,10.69,17.84,21.18,50.58,7.15,47.9,43.86,12.05,12.06,--,1.18,1.19,1.03,1.03,1.19,1.18,1.12,--,--,--,1.01,--,1.07,0.07,--,1.12,--,--,--,False,--
160922,大成恒生中小A,80000225,大成基金,80001120,农业银行,'HSI107,恒生综合中小型股指数,2016-12-02,{'30132083': '冉凌浩'},2016-12-02,Stock,股票,EnhancedIndex,增强指数型,LOF,LOF,Domestic,投资境内,SZSE,深交所上市,0.14,1.161,人民币,-1.11,-2.94,8.97,15.98,14.98,29.07,5.97,15.42,9.86,-1.15,--,--,0.68,0.69,0.8,0.88,0.91,0.91,--,--,--,--,0.88,--,--,0.29,--,--,--,--,--,False,--
968029,恒生指数M类,80105730,恒生投资,80106066,汇丰机构信托,'HSI001,恒生指数,2018-07-30,{},2018-07-30,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,Developed,发达市场配置,Unlisted,未上市,--,1.0735,人民币,-0.34,-1.9,11.62,18.83,20.5,24.49,8.29,7.86,5.55,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.04,--,--,--,--,--,False,--
513600,南方恒指ETF,80000220,南方基金,80001067,工商银行,'HSI001,恒生指数,2014-12-23,{'30163568': '罗文杰'},2014-12-23,Stock,股票,Index,传统指数型,ETF,ETF,Developed,发达市场配置,SHSE,上交所上市,3.48,2.6664,人民币,-0.31,-2.38,10.27,15.69,11.46,13.88,6.96,2.4,3.9,-0.95,10.81,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.29,--,--,--,--,--,False,--
501302,南方恒生联接A,80000220,南方基金,80001067,工商银行,'HSI001,恒生指数,2017-07-21,{'30163568': '罗文杰'},2017-07-21,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Developed,发达市场配置,SHSE,上交所上市,1.16,1.0946,人民币,-0.3,-2.26,10.06,15.25,11.14,13.54,6.86,1.6,3.11,-1.25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.28,--,--,--,--,--,False,--
513660,恒生通ETF,80000222,华夏基金,80001120,农业银行,'HSI001,恒生指数,2014-12-23,{'30214753': '徐猛'},2014-12-23,Stock,股票,Index,传统指数型,ETF,ETF,Developed,发达市场配置,SHSE,上交所上市,16.35,2.7032,人民币,-0.3,-2.32,9.72,15.44,11.71,15.34,6.55,4.47,5.02,-0.22,11.34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.29,--,--,--,--,--,False,--
159920,恒生ETF,80000222,华夏基金,80001122,中国银行,'HSI001,恒生指数,2012-08-09,{'30214753': '徐猛'},2012-08-09,Stock,股票,Index,传统指数型,ETF,ETF,Developed,发达市场配置,SZSE,深交所上市,141.12,1.4901,人民币,-0.46,-2.55,9.74,13.89,10.23,12.24,6.51,0.22,2.49,-1.99,10.67,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.25,--,--,--,--,--,False,--
