ticker,name,companyCode,companyName,custodianCode,custodianName,indexTicker,indexName,indexStartDate,managerNames,establishDate,assetal,assetalName,manage,manageName,organizationform,organizationformName,investarea,investareaName,exchangemarket,exchangemarketName,assetalNet,nav,navUnit,navChange,navChange1w,navChange1m,navChange3m,navChange6m,navChange9m,navChangeYtd,navChange1y,navAnnualReturns2y,navAnnualReturns3y,navAnnualReturns5y,navAnnualReturns10y,navBeta3mJSW001,navBeta6mJSW001,navBeta9mJSW001,navBeta1yJSW001,navBeta2yJSW001,navBeta3yJSW001,navBeta5yJSW001,navBeta10yJSW001,navBeta15yJSW001,navBetaYtdJSW001,navBetaAllJSW001,navBeta2007JSW001,navBeta2015JSW001,trackingError,navBeta2008JSW001,navBeta2016JSW001,pctOfFloat,pctOfStock,stkShares,isEnd,pctOfNav 
510160,中证南方指数,80000220,南方基金,80001067,工商银行,'000901,小康指数,2010-08-27,"{'30571936': '崔蕾', '30613046': '龚涛'}",2010-08-27,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,3.8,0.6993,人民币,-2.69,-0.55,5.63,10.47,18.27,35.41,4.48,27.32,20.62,2.53,11.38,5.37,0.86,0.87,0.96,0.94,0.96,0.93,0.92,1.03,--,--,1.04,--,0.91,0.03,--,0.92,--,--,--,False,--
202021,南方小康联接A,80000220,南方基金,80001067,工商银行,'000901,小康指数,2010-08-27,"{'30571936': '崔蕾', '30613046': '龚涛'}",2010-08-27,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,4.05,1.5252,人民币,-2.55,-0.53,5.32,9.89,17.33,33.54,4.22,26.09,19.78,2.62,10.97,4.94,0.82,0.82,0.91,0.89,0.91,0.88,0.87,0.98,--,--,0.96,--,0.86,0.06,--,0.87,--,--,--,False,--
159996,国泰中证家电ETF,80000224,国泰基金,10000001,浦发银行,'930697,家用电器,2020-02-27,{'30475190': '徐成城'},2020-02-27,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,9.41,1.4023,人民币,-3.3,-1.04,7.06,15.75,28.92,58.84,4.33,--,--,--,--,--,1.09,1.12,0.69,--,--,--,--,--,--,--,0.76,--,--,0.05,--,--,--,--,--,False,--
005063,广发电器指数A,80000248,广发基金,80001122,中国银行,'930697,家用电器,2017-09-13,{'30357080': '罗国庆'},2017-09-13,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,6.87,1.467,人民币,-3.16,-0.91,7.01,15.98,30.18,54.63,4.3,44.58,36.53,8.38,--,--,1.02,1.05,0.64,0.77,0.84,0.92,--,--,--,--,0.95,--,--,0.12,--,--,--,--,--,False,--
008713,国泰家电联接A,80000224,国泰基金,10000001,浦发银行,'930697,家用电器,2020-04-03,{'30475190': '徐成城'},2020-04-03,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,1.33,1.4212,人民币,-3.05,-0.95,6.58,15.05,24.15,46.7,4.07,--,--,--,--,--,1.01,1.05,0.64,--,--,--,--,--,--,--,0.64,--,--,0.14,--,--,--,--,--,False,--
165519,信诚医药指数,80066470,中信保诚基金,80001122,中国银行,'000841,800医药,2021-01-01,{'30559527': '黄稚'},2021-01-01,Stock,股票,EnhancedIndex,增强指数型,LOF,LOF,Domestic,投资境内,Unlisted,未上市,--,1.403,人民币,-2.56,2.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.09,--,--,--,--,--,False,--
006816,泰康地产指数A,80061674,泰康资产,80001067,工商银行,'931025,HKC地产(港币),2019-01-29,"{'30492893': '刘伟', '30343232': '黄成扬'}",2019-01-29,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,Developed,发达市场配置,Unlisted,未上市,0.25,0.9242,人民币,-2.71,-3.96,4.93,5.28,-2.9,-1.53,3.31,-8.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.26,--,--,--,--,--,False,--
007788,易基带路ETF联接A,80000229,易方达基金,80001068,建设银行,'000859,国企一带一路,2020-01-21,"{'30442978': '刘树荣', '30498715': '杨俊'}",2020-01-21,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,0.26,1.2483,人民币,-2.87,-0.96,5.49,13.92,18.47,30.0,4.42,28.57,--,--,--,--,0.93,0.68,0.69,0.53,--,--,--,--,--,--,0.52,--,--,0.11,--,--,--,--,--,False,--
515110,易基国企带路ETF,80000229,易方达基金,80001068,建设银行,'000859,国企一带一路,2019-11-06,"{'30442978': '刘树荣', '30498715': '杨俊'}",2019-11-06,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,12.63,1.1522,人民币,-3.08,-1.04,5.48,14.35,19.39,34.33,4.38,24.33,--,--,--,--,1.0,0.73,0.85,0.88,--,--,--,--,--,--,0.89,--,--,0.07,--,--,--,--,--,False,--
515990,添富国企ETF,80053708,汇添富,80001120,农业银行,'000859,国企一带一路,2019-11-06,{'30057296': '吴振翔'},2019-11-06,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,5.84,1.1907,人民币,-3.01,-0.94,5.38,13.27,18.57,35.62,4.35,26.97,--,--,--,--,0.98,0.72,0.83,0.87,--,--,--,--,--,--,0.87,--,--,0.06,--,--,--,--,--,False,--
515150,富国带路国企,80000221,富国基金,80001122,中国银行,'000859,国企一带一路,2019-11-06,{'30069488': '王保合'},2019-11-06,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,23.17,1.1532,人民币,-3.12,-1.06,5.34,13.42,18.36,32.3,4.27,23.23,--,--,--,--,1.0,0.73,0.85,0.89,--,--,--,--,--,--,0.89,--,--,0.05,--,--,--,--,--,False,--
008907,添富国企联接A,80053708,汇添富,80001120,农业银行,'000859,国企一带一路,2020-03-05,"{'30057296': '吴振翔', '30529631': '董瑾'}",2020-03-05,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,2.2,1.2787,人民币,-2.87,-0.95,4.98,12.32,17.07,33.78,4.0,--,--,--,--,--,0.93,0.68,0.82,--,--,--,--,--,--,--,0.7,--,--,0.1,--,--,--,--,--,False,--
007786,国企带路ETF联接A,80000221,富国基金,80001122,中国银行,'000859,国企一带一路,2019-12-31,"{'30079473': '王乐乐', '30069488': '王保合'}",2019-12-31,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,0.21,1.1947,人民币,-2.92,-1.08,4.83,12.39,16.85,29.46,3.82,23.36,--,--,--,--,0.94,0.69,0.81,0.76,--,--,--,--,--,--,0.74,--,--,0.08,--,--,--,--,--,False,--
515500,海富长三角LX,80000246,海富通,80001122,中国银行,'931381,中证长三角,2020-08-13,{'30177035': '江勇'},2020-08-13,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,1.27,1.062,人民币,-1.17,0.3,6.68,10.48,--,--,4.81,--,--,--,--,--,0.76,--,--,--,--,--,--,--,--,--,0.66,--,--,0.08,--,--,--,--,--,False,--
008832,海富领先联接,80000246,海富通,80001122,中国银行,'931381,中证长三角,2020-08-17,{'30177035': '江勇'},2020-08-17,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,1.19,1.0624,人民币,-1.11,0.25,6.24,8.77,--,--,4.48,--,--,--,--,--,0.68,--,--,--,--,--,--,--,--,--,0.47,--,--,0.16,--,--,--,--,--,False,--
512720,国泰计算机ETF,80000224,国泰基金,80001120,农业银行,'930651,CS计算机,2019-07-11,{'30260621': '艾小军'},2019-07-11,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,12.62,1.4338,人民币,-3.47,-0.48,10.14,2.75,-1.13,18.02,4.58,19.61,--,--,--,--,1.02,1.1,1.21,1.23,--,--,--,--,--,--,1.25,--,--,0.04,--,--,--,--,--,False,--
159998,天弘计算主题ETF,80041198,天弘基金,10000018,中信证券,'930651,CS计算机,2020-03-20,{'30488046': '张子法'},2020-03-20,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,21.1,1.109,人民币,-3.5,-0.62,9.97,2.42,-2.09,16.07,4.33,--,--,--,--,--,1.03,1.11,1.21,--,--,--,--,--,--,--,1.21,--,--,0.02,--,--,--,--,--,False,--
160224,国泰计算联接A,80000224,国泰基金,80001120,农业银行,'930651,CS计算机,2020-12-03,{'30260621': '艾小军'},2020-12-03,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,4.63,0.9502,人民币,-3.38,-0.47,9.54,--,--,--,4.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.87,--,--,0.1,--,--,--,--,--,False,--
001629,天弘计算联接A,80041198,天弘基金,10000018,中信证券,'930651,CS计算机,2015-07-29,{'30488046': '张子法'},2015-07-29,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,22.64,0.9248,人民币,-3.34,-0.63,9.46,2.23,-2.17,14.87,4.11,16.86,32.09,10.89,6.22,--,0.98,1.06,1.15,1.17,1.32,1.21,1.21,--,--,--,1.29,--,--,0.08,--,1.21,--,--,--,False,--
160135,南方高铁基金,80000220,南方基金,80000135,中国银河,'399807,高铁产业,2020-12-01,{'30332735': '孙伟'},2020-12-01,Stock,股票,EnhancedIndex,增强指数型,LOF,LOF,Domestic,投资境内,SZSE,深交所上市,2.2,0.9938,人民币,-1.64,-2.14,4.78,--,--,--,4.32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.51,--,--,0.11,--,--,--,--,--,False,--
160639,鹏华高铁指数,80000230,鹏华基金,10000020,招商银行,'399807,高铁产业,2021-01-01,{'30687965': '罗英宇'},2021-01-01,Stock,股票,EnhancedIndex,增强指数型,LOF,LOF,Domestic,投资境内,SZSE,深交所上市,1.33,0.844,人民币,-1.49,-2.17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.1,--,--,--,--,--,False,--
502023,鹏华钢铁指数,80000230,鹏华基金,10000020,招商银行,'399440,国证钢铁,2015-08-13,{'30687965': '罗英宇'},2015-08-13,Stock,股票,Index,传统指数型,LOF,LOF,Domestic,投资境内,SHSE,上交所上市,1.21,1.339,人民币,-1.73,-1.16,2.64,9.84,17.33,30.08,4.05,26.62,9.2,-5.06,3.0,--,0.9,0.31,0.62,0.72,0.7,0.69,0.77,--,--,--,0.69,--,--,0.12,--,0.77,--,--,--,False,--
168203,中融钢铁指数,80329448,中融基金,10000786,海通证券,'399440,国证钢铁,2021-01-01,{'30249815': '赵菲'},2021-01-01,Stock,股票,EnhancedIndex,增强指数型,LOF,LOF,Domestic,投资境内,Unlisted,未上市,--,0.959,人民币,-1.69,-1.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.17,--,--,--,--,--,False,--
008519,中金消费50指数A,80424512,中金基金,80001067,工商银行,'931357,优选消费50(人民币),2020-05-18,"{'30276708': '朱宝臣', '30132573': '耿帅军'}",2020-05-18,Stock,股票,EnhancedIndex,增强指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,2.18,1.5701,人民币,-1.94,2.04,9.39,21.74,38.16,--,4.27,--,--,--,--,--,1.03,1.0,--,--,--,--,--,--,--,--,0.68,--,--,0.15,--,--,--,--,--,False,--
001420,南方大数据300A,80000220,南方基金,80001068,建设银行,'399416,i300,2015-06-24,{'30571936': '崔蕾'},2015-06-24,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,3.6,1.607,人民币,-2.35,0.39,6.93,14.88,25.99,52.45,4.03,48.8,36.79,11.13,15.88,--,1.01,0.94,0.98,0.99,0.97,0.98,0.95,--,--,--,0.93,--,--,0.06,--,0.95,--,--,--,False,--
510060,工银上证指数,80064225,工银瑞信,10000020,招商银行,'000042,上证央企,2009-08-26,{'30136170': '赵栩'},2009-08-26,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,1.08,2.1263,人民币,-1.32,-1.44,6.74,9.73,13.31,26.86,3.85,18.11,12.74,0.94,9.79,4.83,0.83,0.66,1.03,0.93,0.84,0.8,0.83,0.96,--,--,0.96,--,0.84,0.04,--,0.83,--,--,--,False,--
159928,添富中证消费,80053708,汇添富,80001067,工商银行,'399932,中证消费,2013-08-23,{'30347260': '过蓓蓓'},2013-08-23,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,95.55,5.3166,人民币,-1.85,4.18,8.89,20.95,28.37,63.87,3.86,87.0,66.38,29.04,36.3,--,1.36,1.5,1.04,1.02,0.98,1.08,1.03,--,--,--,0.85,--,0.93,0.03,--,1.03,--,--,--,False,--
000248,添富消费联接,80053708,汇添富,80001067,工商银行,'399932,中证消费,2015-03-24,"{'30057296': '吴振翔', '30347260': '过蓓蓓'}",2015-03-24,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,50.95,3.4753,人民币,-1.76,3.99,8.63,19.99,27.51,61.24,3.84,83.04,63.15,28.26,34.61,--,1.29,1.42,0.99,0.96,0.93,1.02,0.97,--,--,--,0.85,--,0.88,0.09,--,0.97,--,--,--,False,--
512600,嘉实消费ETF,80000223,嘉实基金,80001122,中国银行,'000932,中证消费,2014-06-13,"{'30530911': '李直', '30401026': '刘珈吟'}",2014-06-13,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,2.58,5.3303,人民币,-1.81,4.4,9.48,23.68,32.77,68.51,4.25,90.41,67.02,28.59,35.28,--,1.36,1.48,1.03,1.0,0.98,1.08,1.03,--,--,--,0.84,--,0.92,0.06,--,1.03,--,--,--,False,--
009179,嘉实消费ETF联接A,80000223,嘉实基金,80001122,中国银行,'000932,中证消费,2020-04-22,{'30401026': '刘珈吟'},2020-04-22,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,1.09,1.5607,人民币,-1.71,4.17,8.73,21.87,29.5,59.12,4.09,--,--,--,--,--,1.28,1.4,0.96,--,--,--,--,--,--,--,0.95,--,--,0.12,--,--,--,--,--,False,--
510110,海富上证周期,80000246,海富通,80001067,工商银行,'000063,上证周期,2010-09-19,"{'30559878': '纪君凯', '30177035': '江勇'}",2010-09-19,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,0.33,4.326,人民币,-1.88,-0.59,6.49,9.77,15.85,27.94,3.81,16.1,17.34,2.32,10.86,6.58,0.85,0.65,1.03,0.94,0.88,0.86,0.85,0.91,--,--,0.91,--,0.83,0.07,--,0.85,--,--,--,False,--
519027,海富周期联接,80000246,海富通,80001067,工商银行,'000063,上证周期,2010-09-28,{'30177035': '江勇'},2010-09-28,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,0.17,1.474,人民币,-1.75,-0.6,6.07,9.16,14.74,25.38,3.51,14.22,15.44,1.65,9.43,5.77,0.79,0.61,0.94,0.86,0.81,0.79,0.79,0.85,--,--,0.86,--,0.77,0.14,--,0.79,--,--,--,False,--
009116,东兴消费50指数A,80114781,东兴证券,80048783,浙商银行,'931139,CS消费50,2020-04-22,{'30134931': '李兵伟'},2020-04-22,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,Domestic,投资境内,Unlisted,未上市,0.85,1.632,人民币,-1.93,3.18,9.71,24.19,31.89,66.47,3.8,--,--,--,--,--,1.19,1.19,0.88,--,--,--,--,--,--,--,0.88,--,--,0.13,--,--,--,--,--,False,--
515650,富国消费50ETF,80000221,富国基金,10000018,中信证券,'931139,CS消费50,2019-10-14,{'30079473': '王乐乐'},2019-10-14,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,15.12,1.7543,人民币,-2.03,3.31,10.11,26.6,35.72,80.43,3.77,84.31,--,--,--,--,1.25,1.26,0.93,0.95,--,--,--,--,--,--,0.96,--,--,0.04,--,--,--,--,--,False,--
008975,富国消费50联接A,80000221,富国基金,10000018,中信证券,'931139,CS消费50,2020-03-18,{'30079473': '王乐乐'},2020-03-18,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,4.76,1.8226,人民币,-1.9,3.08,9.18,24.38,32.64,73.18,3.37,--,--,--,--,--,1.17,1.18,0.86,--,--,--,--,--,--,--,0.84,--,--,0.12,--,--,--,--,--,False,--
159936,可选消费ETF,80000248,广发基金,80001122,中国银行,'000989,全指可选,2014-06-03,{'30071658': '陆志明'},2014-06-03,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,3.24,2.0161,人民币,-2.63,0.72,7.27,14.28,24.94,58.06,3.85,44.54,34.86,6.56,9.19,--,1.04,0.99,0.88,0.99,1.05,1.07,1.06,--,--,--,1.02,--,1.08,0.03,--,1.06,--,--,--,False,--
001133,广发可选联接A,80000248,广发基金,80001122,中国银行,'000989,全指可选,2015-04-15,{'30071658': '陆志明'},2015-04-15,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,3.64,1.026,人民币,-2.5,0.68,6.77,13.25,23.08,53.55,3.54,41.24,32.28,6.0,8.51,--,0.98,0.93,0.83,0.93,0.99,1.0,1.0,--,--,--,1.06,--,1.03,0.08,--,1.0,--,--,--,False,--
159805,鹏华中证传媒ETF,80000230,鹏华基金,80001068,建设银行,'399971,中证传媒,2020-03-06,{'30353307': '张羽翔'},2020-03-06,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,2.81,1.1157,人民币,-0.82,2.3,8.46,-1.8,-2.49,15.73,3.98,--,--,--,--,--,0.75,0.8,0.81,--,--,--,--,--,--,--,0.7,--,--,0.11,--,--,--,--,--,False,--
512980,广发传媒ETF,80000248,广发基金,80001067,工商银行,'399971,中证传媒,2017-12-27,{'30357080': '罗国庆'},2017-12-27,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,29.64,0.8867,人民币,-0.88,2.11,8.1,-4.13,-7.06,9.97,3.58,1.88,15.0,-5.78,--,--,0.78,0.84,0.83,0.94,1.31,1.24,--,--,--,--,1.22,--,--,0.02,--,--,--,--,--,False,--
164818,工银传媒指数(LOF)A,80064225,工银瑞信,80000007,国信证券,'399971,中证传媒,2020-11-26,{'30303859': '刘伟琳'},2020-11-26,Stock,股票,EnhancedIndex,增强指数型,LOF,LOF,Domestic,投资境内,Unlisted,未上市,0.59,1.0012,人民币,-0.95,1.97,7.37,--,--,--,3.45,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.57,--,--,0.49,--,--,--,--,--,False,--
004752,广发传媒联接A,80000248,广发基金,80001067,工商银行,'399971,中证传媒,2018-01-02,{'30357080': '罗国庆'},2018-01-02,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,12.45,0.8758,人民币,-0.82,2.0,7.64,-3.91,-6.78,9.32,3.41,1.18,14.19,-5.22,--,--,0.73,0.79,0.79,0.89,1.21,1.15,--,--,--,--,1.15,--,--,0.11,--,--,--,--,--,False,--
160629,鹏华传媒指数,80000230,鹏华基金,80001068,建设银行,'399971,中证传媒,2021-01-01,{'30353307': '张羽翔'},2021-01-01,Stock,股票,Index,传统指数型,LOF,LOF,Domestic,投资境内,SZSE,深交所上市,7.86,1.078,人民币,-0.83,1.97,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.11,--,--,--,--,--,False,--
000369,广发全球医疗,80000248,广发基金,80001180,广发银行,'SP0163,标普全球1200保健指数,2013-12-10,{'30275031': '刘杰'},2013-12-10,Stock,股票,Index,传统指数型,OpenEnded,传统开放式,GLOBAL_ALLOCATION,全球配置,Unlisted,未上市,1.75,1.748,人民币,-0.03,-0.06,4.6,7.42,1.41,4.36,2.69,4.66,12.47,9.42,9.93,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.26,--,--,--,--,--,False,--
510170,国联商品ETF,80043374,国联安,80001122,中国银行,'000066,上证商品,2010-11-26,{'30058026': '黄欣'},2010-11-26,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,1.59,2.547,人民币,-1.84,2.17,3.14,20.42,24.22,64.66,3.63,50.78,32.96,6.14,12.28,-1.02,1.32,1.18,1.04,1.08,1.23,1.12,1.11,1.05,--,--,1.06,--,1.06,0.06,--,1.11,--,--,--,False,--
257060,国联商品联接,80043374,国联安,80001122,中国银行,'000066,上证商品,2010-12-01,{'30058026': '黄欣'},2010-12-01,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,1.15,0.7942,人民币,-1.71,2.02,2.92,19.15,22.77,59.96,3.39,47.23,30.68,5.7,11.36,-0.99,1.23,1.09,0.97,1.01,1.15,1.05,1.04,0.99,--,--,1.0,--,1.0,0.15,--,1.04,--,--,--,False,--
160620,鹏华资源LOF,80000230,鹏华基金,80001067,工商银行,'000805,A股资源,2021-01-01,{'30585899': '闫冬'},2021-01-01,Stock,股票,Index,传统指数型,LOF,LOF,Domestic,投资境内,SZSE,深交所上市,1.32,1.274,人民币,-2.62,1.16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.11,--,--,--,--,--,False,--
006658,财通红利指数A,80161341,财通基金,80001120,农业银行,'930784,HK红利EW,2019-04-26,{'30409112': '吴迪'},2019-04-26,Stock,股票,EnhancedIndex,增强指数型,OpenEnded,传统开放式,Developed,发达市场配置,Unlisted,未上市,0.25,0.907,人民币,-0.96,-4.45,5.15,7.01,1.14,3.0,2.21,-9.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.27,--,--,--,--,--,False,--
165522,信诚中证TMT,80066470,中信保诚基金,80001068,建设银行,'000998,中证TMT,2021-01-01,{'30559527': '黄稚'},2021-01-01,Stock,股票,EnhancedIndex,增强指数型,LOF,LOF,Domestic,投资境内,Unlisted,未上市,--,0.919,人民币,-2.78,-1.77,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.11,--,--,--,--,--,False,--
164401,前海中证健康,80280038,前海开源,80000007,国信证券,'H30344,健康产业,2020-12-18,{'30657996': '梁溥森'},2020-12-18,Stock,股票,Index,传统指数型,LOF,LOF,Domestic,投资境内,Unlisted,未上市,5.27,1.0698,人民币,-1.93,0.65,3.61,--,--,--,2.97,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.93,--,--,0.17,--,--,--,--,--,False,--
159930,添富中证能源,80053708,汇添富,80001067,工商银行,'000928,中证能源,2013-08-23,{'30347260': '过蓓蓓'},2013-08-23,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,2.63,0.6496,人民币,-2.18,-1.89,1.64,9.17,9.26,17.13,3.03,-1.56,-0.71,-10.57,-2.43,--,0.73,0.52,0.78,0.81,0.79,0.74,0.76,--,--,--,0.81,--,0.76,0.02,--,0.76,--,--,--,False,--
512480,国联半导体ETF,80043374,国联安,80000123,国泰君安,'H30184,半导体,2019-05-08,"{'30058026': '黄欣', '30254410': '章椹元'}",2019-05-08,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,102.25,2.091,人民币,-3.06,-5.51,5.66,9.63,-1.91,30.7,3.12,18.26,--,--,--,--,0.96,1.37,1.55,1.43,--,--,--,--,--,--,1.36,--,--,0.06,--,--,--,--,--,False,--
007300,国联半导联接A,80043374,国联安,80000123,国泰君安,'H30184,半导体,2019-06-26,"{'30058026': '黄欣', '30254410': '章椹元'}",2019-06-26,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,50.46,2.0472,人民币,-2.86,-5.18,5.22,9.04,-1.43,28.9,2.85,18.5,--,--,--,--,0.9,1.25,1.43,1.28,--,--,--,--,--,--,1.19,--,--,0.17,--,--,--,--,--,False,--
515210,国泰钢铁ETF,80000224,国泰基金,10000020,招商银行,'930606,中证钢铁,2020-01-22,"{'30419711': '梁杏', '30475190': '徐成城'}",2020-01-22,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,2.29,1.2504,人民币,-1.75,-1.13,1.9,8.26,15.22,28.84,3.25,27.21,--,--,--,--,0.88,0.38,0.65,0.61,--,--,--,--,--,--,0.59,--,--,0.07,--,--,--,--,--,False,--
008189,国泰钢铁联接A,80000224,国泰基金,10000020,招商银行,'930606,中证钢铁,2020-01-20,"{'30419711': '梁杏', '30475190': '徐成城'}",2020-01-20,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,0.82,1.1994,人民币,-1.57,-1.05,1.72,8.04,14.1,24.03,2.99,21.95,--,--,--,--,0.82,0.34,0.48,0.48,--,--,--,--,--,--,0.46,--,--,0.2,--,--,--,--,--,False,--
512350,兴业中证福建50ETF,80280395,兴业基金,10000020,招商银行,'930703,福建50,2020-07-27,{'30564867': '那赛男'},2020-07-27,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,1.25,1.094,人民币,-2.28,1.12,6.15,13.86,12.0,--,2.88,--,--,--,--,--,1.14,0.82,--,--,--,--,--,--,--,--,0.82,--,--,0.05,--,--,--,--,--,False,--
501007,添富互联指数A,80053708,汇添富,80001067,工商银行,'930720,CS互医疗,2016-12-22,{'30057296': '吴振翔'},2016-12-22,Stock,股票,Index,传统指数型,LOF,LOF,Domestic,投资境内,SHSE,上交所上市,0.84,1.1897,人民币,-2.3,1.34,3.94,-3.27,-3.87,8.47,3.03,15.6,27.78,9.13,--,--,0.76,0.98,0.78,0.83,0.84,0.86,--,--,--,--,0.86,--,--,0.14,--,--,--,--,--,False,--
159939,广发信息技术ETF,80000248,广发基金,80001122,中国银行,'000993,全指信息,2015-01-08,"{'30488589': '霍华明', '30071658': '陆志明'}",2015-01-08,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SZSE,深交所上市,16.51,1.3877,人民币,-3.26,-2.22,6.13,0.6,-1.38,20.66,2.9,12.74,36.12,9.1,6.74,--,1.06,1.11,1.19,1.25,1.43,1.33,1.25,--,--,--,1.31,--,1.29,0.02,--,1.25,--,--,--,False,--
000942,广发信息联接A,80000248,广发基金,80001122,中国银行,'000993,全指信息,2015-01-29,"{'30488589': '霍华明', '30071658': '陆志明'}",2015-01-29,Stock,股票,Index,传统指数型,ETFFeeder,ETF联接,Domestic,投资境内,Unlisted,未上市,9.5,1.2813,人民币,-3.08,-2.1,5.56,0.28,-1.75,18.9,2.54,12.16,33.43,8.55,5.87,--,0.99,1.05,1.12,1.17,1.34,1.24,1.17,--,--,--,1.27,--,1.24,0.09,--,1.17,--,--,--,False,--
510650,华夏金融ETF,80000222,华夏基金,80001068,建设银行,'000038,上证金融,2013-03-28,"{'30529457': '李俊', '30214753': '徐猛'}",2013-03-28,Stock,股票,Index,传统指数型,ETF,ETF,Domestic,投资境内,SHSE,上交所上市,0.85,2.162,人民币,-1.1,-2.11,5.92,6.14,13.01,23.14,2.78,11.52,15.38,2.06,11.71,--,0.73,0.53,1.05,0.93,0.86,0.84,0.85,--,--,--,0.89,--,0.82,0.04,--,0.85,--,--,--,False,--
